Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
309,Justin Edwards,21,PHI,SF,3,0,14,9.4,.450,.500,.250,0.0,17.4,8.3,11.1,3.5,0.0,0.0,13.9,0.0,0.0,0.0,.053,-4.9,1.6,-3.3,0.0,,edwarju01
310,Elfrid Payton,30,NOP,PG,7,3,144,15.0,.501,.022,.043,3.6,15.1,9.1,50.3,3.4,2.0,29.9,19.6,-0.1,0.1,0.0,.005,-2.2,0.0,-2.2,0.0,,paytoel01
311,Aaron Nesmith,25,IND,SF,6,6,136,12.0,.659,.306,.361,3.4,16.2,10.0,5.9,1.4,1.4,10.7,14.9,0.2,0.1,0.3,.105,-2.0,-0.2,-2.2,0.0,,nesmiaa01
312,Terrence Shannon Jr.,24,MIN,SG,10,0,45,10.8,.577,.231,.000,0.0,4.9,2.5,16.8,2.2,2.1,18.8,15.5,0.0,0.1,0.1,.055,-3.7,1.0,-2.8,0.0,,shannte01
313,Brice Sensabaugh,21,UTA,SF,26,0,436,12.1,.597,.625,.144,4.1,13.0,8.6,11.9,1.7,0.6,17.5,19.8,0.2,0.0,0.2,.022,-0.5,-1.6,-2.1,0.0,,sensabr01
314,Stanley Umude,25,MIL,SG,8,0,26,5.3,.255,.800,.400,0.0,24.4,12.6,9.4,1.9,3.6,0.0,9.9,0.0,0.0,0.0,-0.011,-5.5,1.7,-3.7,0.0,,umudest01
315,Kyle Filipowski,21,UTA,C,22,8,364,12.7,.569,.371,.381,6.5,21.9,14.3,16.0,1.6,0.8,15.6,15.5,0.4,0.1,0.5,.064,-1.6,-0.5,-2.1,0.0,,filipky01
316,Richaun Holmes,31,WAS,PF,4,0,24,13.8,.505,.091,.182,13.0,17.4,15.2,0.0,0.0,7.5,14.4,24.0,0.0,0.0,0.0,-0.032,-2.1,-1.8,-3.9,0.0,,holmeri01
317,Tre Mann,23,CHO,PG,13,0,319,13.8,.537,.373,.130,3.9,9.1,6.4,21.4,1.1,1.3,12.8,25.9,0.1,0.2,0.3,.039,-0.3,-2.0,-2.3,0.0,,manntr01
318,Keldon Johnson,25,SAS,SF,30,0,736,14.2,.542,.372,.262,4.9,17.0,11.1,9.9,1.5,0.7,6.7,21.0,0.6,0.7,1.4,.089,-1.1,-0.9,-2.1,0.0,,johnske04
319,Isaiah Crawford,23,SAC,SF,2,0,7,-0.4,,,,0.0,16.1,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.020,-9.3,-0.8,-10.1,0.0,,crawfis01
320,Trentyn Flowers,19,LAC,SF,1,0,14,9.1,.477,.222,.111,7.9,24.0,15.9,0.0,0.0,0.0,9.6,32.2,0.0,0.0,0.0,-0.054,-4.9,-0.8,-5.7,0.0,,flowetr01
321,Taze Moore,26,POR,SG,2,0,20,7.2,.276,.400,.200,21.1,22.8,21.9,6.9,4.8,0.0,15.5,26.7,-0.1,0.0,-0.1,-0.177,-3.5,-1.2,-4.7,0.0,,mooreta02
322,Mo Bamba,26,LAC,C,18,0,220,11.8,.473,.476,.206,7.1,26.0,16.5,7.7,1.8,8.6,12.7,15.4,-0.1,0.5,0.4,.087,-4.7,2.5,-2.3,0.0,,bambamo01
323,Orlando Robinson,24,SAC,C,8,0,50,12.1,.454,.333,.400,6.7,20.3,13.5,23.7,1.9,2.0,14.5,17.7,0.0,0.1,0.1,.058,-4.0,0.7,-3.3,0.0,,robinor01
324,Jacob Toppin,24,NYK,SF,9,0,24,4.3,.333,.667,.000,0.0,18.3,9.5,19.3,0.0,0.0,25.0,7.3,0.0,0.0,0.0,.008,-4.5,-0.2,-4.7,0.0,,toppija01
325,Donovan Clingan,20,POR,C,25,7,398,16.9,.576,.145,.236,18.3,24.0,21.0,5.1,1.5,9.7,20.3,15.9,0.3,0.5,0.8,.093,-2.8,0.6,-2.2,0.0,,clingdo01
326,Riley Minix,24,SAS,SF,1,0,7,-1.8,.000,1.000,.000,0.0,30.0,15.3,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.098,-8.4,-3.5,-11.9,0.0,,minixri01
327,Justin Minaya,25,POR,SF,1,0,6,-0.5,,,,0.0,19.0,9.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.001,-11.2,-2.0,-13.2,0.0,,minayju01
328,Keshad Johnson,23,MIA,SF,3,0,14,4.1,.500,.500,.000,0.0,23.3,11.8,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,.040,-6.6,-0.5,-7.0,0.0,,johnske10
329,Jared Rhoden,25,CHO,SG,4,0,12,5.6,.250,.250,.000,17.3,18.6,17.9,26.7,4.1,0.0,11.1,31.7,-0.1,0.0,-0.1,-0.209,-7.0,-1.6,-8.6,0.0,,rhodeja01
330,David Duke Jr.,25,SAS,SG,1,0,8,3.0,.307,.250,.500,0.0,0.0,0.0,35.4,0.0,0.0,0.0,26.2,0.0,0.0,0.0,-0.113,-6.8,-4.9,-11.7,0.0,,dukeda01
331,James Johnson,37,IND,PF,5,0,22,5.8,.538,.143,.143,0.0,20.0,10.3,19.5,0.0,8.5,35.0,22.6,-0.1,0.0,-0.1,-0.142,-7.4,1.7,-5.7,0.0,,johnsja01
332,Jaime Jaquez Jr.,23,MIA,SF,27,4,584,12.8,.503,.272,.316,6.6,16.7,11.7,15.2,2.6,0.5,14.3,20.6,-0.1,0.8,0.7,.060,-2.6,0.5,-2.1,0.0,,jaqueja01
333,AJ Johnson,20,MIL,SG,5,0,11,10.0,.583,.167,.000,0.0,19.2,9.9,15.6,0.0,0.0,25.0,31.9,0.0,0.0,0.0,-0.127,-5.4,-4.9,-10.3,0.0,,johnsaj01
334,Harrison Ingram,22,SAS,SF,1,0,7,-5.8,.000,.000,.000,0.0,15.0,7.6,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.121,-11.6,-4.0,-15.6,0.0,,ingraha01
335,Anfernee Simons,25,POR,SG,29,29,906,13.8,.537,.514,.186,1.0,8.6,4.7,24.7,1.5,0.2,12.4,24.7,0.7,0.1,0.7,.038,0.3,-2.4,-2.1,0.0,,simonan01
336,Dominick Barlow,21,ATL,SF,5,0,23,6.0,.436,.167,.333,0.0,14.2,7.0,5.4,2.0,0.0,0.0,12.1,0.0,0.0,0.0,.022,-5.2,-0.9,-6.1,0.0,,barlodo01
337,Bruce Brown,28,TOR,PG,2,0,39,9.7,.453,.211,.105,5.6,8.5,7.0,7.8,2.5,0.0,4.8,22.2,0.0,0.0,0.0,-0.016,-3.8,-0.7,-4.5,0.0,,brownbr01
338,Quenton Jackson,26,IND,PG,17,7,252,13.6,.598,.316,.276,4.6,7.4,6.0,16.9,1.7,1.8,11.4,16.6,0.4,0.1,0.5,.098,-1.6,-0.7,-2.4,0.0,,jacksqu01
339,Tristan Vukcevic,21,WAS,C,3,0,7,2.8,.250,.750,.000,14.8,0.0,7.4,0.0,0.0,12.9,0.0,23.7,0.0,0.0,0.0,-0.209,-11.6,-4.7,-16.3,0.0,,vukcetr01
340,Tyler Kolek,23,NYK,PG,20,0,127,11.0,.548,.595,.095,1.9,9.5,5.9,15.3,2.3,0.8,13.8,17.5,0.1,0.1,0.2,.074,-2.8,0.0,-2.8,0.0,,kolekty01
341,Yuki Kawamura,23,MEM,PG,15,0,52,10.7,.530,.700,.300,0.0,9.7,5.0,27.0,0.9,0.0,15.0,20.2,0.0,0.1,0.1,.085,-2.8,-1.1,-3.9,0.0,,kawamyu01
342,Jamal Cain,25,NOP,SF,16,0,225,11.7,.556,.509,.291,7.0,15.3,10.9,6.2,1.7,2.9,10.1,12.9,0.2,0.1,0.3,.056,-2.2,-0.3,-2.5,0.0,,cainja01
343,Taylor Hendricks,21,UTA,PF,3,3,75,7.3,.354,.667,.222,7.5,14.6,11.1,3.5,3.2,4.9,9.2,12.2,-0.1,0.1,0.0,-0.010,-4.5,1.1,-3.4,0.0,,hendrita0
344,Josh Christopher,23,MIA,SG,1,0,2,-44.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.0,-0.1,0.0,-0.1,-1.242,-46.0,-22.5,-68.5,0.0,,chrisjo01
345,Jock Landale,29,HOU,C,18,0,175,11.9,.471,.140,.380,12.3,16.3,14.3,10.8,0.8,3.6,14.6,16.1,0.0,0.3,0.3,.089,-2.9,0.2,-2.6,0.0,,landajo01
346,Quincy Olivari,23,LAL,PG,1,0,8,-0.9,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.9,0.0,0.0,0.0,-0.209,-8.0,-7.4,-15.4,0.0,,olivaqu01
347,Max Strus,28,CLE,SF,5,0,110,8.5,.524,.844,.031,4.1,13.6,9.0,11.0,0.9,1.7,11.0,14.3,0.1,0.1,0.2,.078,-2.8,-0.2,-3.0,0.0,,strusma01
348,Jerami Grant,30,POR,PF,29,29,948,11.6,.527,.504,.271,1.7,10.7,6.0,10.5,1.3,2.9,9.0,19.9,0.5,0.2,0.7,.037,-0.8,-1.3,-2.1,0.0,,grantje01
349,Liam Robbins,25,MIL,C,7,0,33,7.6,.434,.250,1.000,13.6,9.6,11.6,3.8,1.5,2.9,14.8,9.0,0.0,0.0,0.0,.059,-4.8,-0.9,-5.6,0.0,,robbili01
350,Spencer Jones,23,DEN,SF,5,0,13,2.3,.250,.750,.000,0.0,24.4,12.7,0.0,7.3,0.0,20.0,16.2,-0.1,0.0,0.0,-0.133,-13.5,2.1,-11.4,0.0,,jonessp01
351,PJ Hall,22,DEN,C,6,0,14,6.2,.400,.400,.000,0.0,22.7,11.8,0.0,0.0,6.4,0.0,15.0,0.0,0.0,0.0,-0.026,-8.4,-2.5,-10.9,0.0,,hallpj01
352,Jack McVeigh,28,HOU,PF,6,0,21,4.4,.364,.727,.000,4.9,15.1,9.9,6.7,0.0,4.3,8.3,23.5,-0.1,0.0,0.0,-0.057,-5.2,-2.7,-7.9,0.0,,mcveija01
353,Daniss Jenkins,23,DET,PG,2,0,5,-18.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,-0.408,-21.1,-7.6,-28.6,0.0,,jenkida01
354,Ricky Council IV,23,PHI,SF,24,0,299,13.4,.552,.381,.485,5.2,14.7,9.7,8.2,1.2,1.7,8.5,18.9,0.3,0.2,0.6,.093,-1.0,-1.3,-2.4,0.0,,councri01
355,Garrett Temple,38,TOR,SG,11,0,47,3.8,.250,.500,.000,2.3,18.8,10.5,18.1,4.1,2.0,28.6,12.4,-0.1,0.1,-0.1,-0.078,-7.5,2.6,-4.9,0.0,,templga01
356,Anthony Gill,32,WAS,PF,22,0,152,10.8,.590,.351,.486,4.1,14.4,9.2,5.6,1.5,0.6,10.0,13.6,0.1,0.0,0.2,.050,-2.1,-0.8,-2.9,0.0,,gillan01
357,Maxwell Lewis,22,2TM,SF,8,0,30,6.2,.500,.143,.000,7.6,0.0,3.8,8.6,1.6,0.0,22.2,13.1,0.0,0.0,0.0,-0.010,-4.0,-3.0,-6.9,0.0,,lewisma05
358,Lester Quiñones,24,PHI,SG,4,0,17,8.7,.533,.375,.125,19.5,7.2,13.6,10.6,0.0,0.0,32.2,32.2,-0.1,0.0,-0.1,-0.182,-3.7,-6.9,-10.5,0.0,,quinole01
359,Ousmane Dieng,21,OKC,PF,19,0,201,9.2,.407,.594,.172,4.7,19.7,12.3,8.7,2.9,2.0,6.8,15.6,-0.2,0.5,0.3,.076,-4.4,1.6,-2.7,0.0,,diengou01
360,Jaden Springer,22,BOS,SG,13,0,59,10.8,.456,.286,.929,7.3,18.3,12.8,10.6,2.5,0.0,9.2,15.8,0.0,0.1,0.1,.104,-5.7,1.2,-4.5,0.0,,sprinja01
361,Luke Travers,23,CLE,SG,6,0,42,8.0,.508,.429,.286,2.7,12.7,7.8,13.8,1.1,2.2,20.2,10.1,0.0,0.0,0.1,.071,-5.2,-0.4,-5.6,0.0,,travelu01
362,Bronny James,20,LAL,SG,7,0,18,2.5,.225,.500,.250,6.3,0.0,3.1,14.1,2.7,5.1,0.0,21.6,-0.1,0.0,-0.1,-0.155,-8.6,-1.7,-10.2,0.0,,jamesbr02
363,Mouhamed Gueye,22,ATL,PF,2,0,11,-5.7,.250,.500,.000,0.0,19.8,9.8,0.0,0.0,0.0,20.0,18.4,-0.1,0.0,-0.1,-0.270,-10.8,-4.6,-15.4,0.0,,gueyemo02
364,Ulrich Chomche,19,TOR,PF,5,0,19,3.9,.667,.000,.000,11.4,11.6,11.5,6.9,0.0,0.0,40.0,10.9,0.0,0.0,0.0,-0.038,-7.4,-3.0,-10.4,0.0,,chomcul01
365,Alex Ducas,24,OKC,SG,4,0,7,-15.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,-0.1,0.0,-0.1,-0.411,-17.4,-6.5,-23.9,0.0,,ducasal01
366,Andrew Nembhard,25,IND,SG,19,19,512,12.5,.561,.277,.253,1.6,10.8,6.3,24.3,1.3,0.5,15.9,18.6,0.4,0.2,0.6,.055,-1.3,-1.1,-2.3,0.0,,nembhan01
367,Moses Brown,25,IND,C,9,0,46,16.6,.653,.000,.250,10.0,21.5,15.9,0.0,2.1,2.0,21.3,26.6,0.0,0.0,0.0,.011,-3.8,-1.9,-5.8,0.0,,brownmo01
368,Branden Carlson,25,OKC,C,6,0,22,7.2,.225,.750,.250,14.4,28.4,21.5,10.7,2.2,4.7,10.1,19.1,-0.1,0.1,0.0,-0.032,-8.0,-2.1,-10.1,0.0,,carlsbr01
369,Vlatko Čančar,27,DEN,PF,4,0,34,7.7,.643,.286,.000,10.1,15.6,13.0,0.0,0.0,2.6,22.2,11.1,0.0,0.0,0.0,.030,-5.1,-2.0,-7.1,0.0,,cancavl01
370,Markieff Morris,35,DAL,PF,4,0,21,-0.4,.278,.333,.000,0.0,25.0,12.9,12.1,0.0,4.2,18.2,22.4,-0.1,0.0,-0.1,-0.210,-8.7,-2.1,-10.7,0.0,,morrima02
371,Max Christie,21,LAL,SG,31,10,681,11.0,.592,.503,.396,3.5,8.2,5.9,7.5,2.0,1.5,10.5,13.4,0.7,0.4,1.1,.078,-2.3,0.0,-2.3,0.0,,chrisma02
372,Daishen Nix,22,MIN,PG,3,0,13,-7.1,.266,1.000,2.000,0.0,33.9,17.2,28.3,0.0,0.0,68.0,19.8,-0.1,0.0,-0.1,-0.323,-15.5,-1.5,-16.9,-0.1,,nixda01
373,Jordan Walsh,20,BOS,PF,24,1,214,7.5,.465,.682,.227,5.5,10.1,7.8,4.7,1.4,3.3,9.4,10.7,0.0,0.3,0.3,.062,-3.6,0.6,-3.0,-0.1,,walshjo01
374,Reece Beekman,23,2TM,PG,7,0,27,0.3,.307,.500,.500,3.7,0.0,1.9,15.6,1.8,0.0,29.1,11.2,-0.1,0.0,-0.1,-0.108,-9.4,-0.7,-10.1,-0.1,,beekmre01
375,Malevy Leons,25,OKC,SF,6,0,21,-2.3,.266,.500,2.000,5.0,9.9,7.5,5.3,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.043,-10.7,-2.0,-12.8,-0.1,,leonsma01
376,Jericho Sims,26,NYK,C,29,2,337,10.3,.659,.000,.265,13.5,21.1,17.5,6.0,1.0,2.6,28.3,6.9,0.4,0.4,0.8,.118,-2.8,0.1,-2.7,-0.1,,simsje01
377,Jae Crowder,34,SAC,SF,6,2,89,7.0,.509,.706,.353,7.5,13.9,10.7,5.5,1.6,0.0,16.9,11.4,0.0,0.1,0.1,.043,-4.0,-0.7,-4.6,-0.1,,crowdja01
378,Vince Williams Jr.,24,MEM,SG,3,0,45,3.7,.385,.421,.211,9.5,15.7,12.7,25.6,0.0,4.0,25.2,24.4,-0.2,0.1,-0.1,-0.099,-7.1,-0.1,-7.3,-0.1,,willivi01
379,Pacome Dadiet,19,NYK,SG,12,0,82,6.5,.455,.700,.100,0.0,17.4,9.1,7.3,0.6,2.3,4.6,11.7,0.0,0.1,0.1,.039,-3.8,-1.1,-4.9,-0.1,,dadiepa01
380,Shaedon Sharpe,21,POR,SG,24,22,740,14.5,.553,.429,.227,2.3,10.5,6.2,13.2,1.2,0.8,9.2,23.9,0.7,0.1,0.7,.048,0.1,-2.4,-2.3,-0.1,,sharpsh01
381,Cui Yongxi,21,BRK,SG,5,0,10,-10.9,.190,.429,.286,0.0,24.4,11.9,0.0,0.0,0.0,0.0,34.9,-0.1,0.0,-0.1,-0.504,-16.6,-8.6,-25.2,-0.1,,cuiyo01
382,Colin Castleton,24,MEM,C,10,0,46,7.2,.472,.400,1.100,7.0,13.2,10.2,0.0,1.0,2.0,6.3,13.6,0.0,0.1,0.1,.089,-6.1,-1.1,-7.3,-0.1,,castlco01
383,Kobe Bufkin,21,ATL,SG,10,0,124,10.6,.483,.404,.383,4.3,14.1,9.1,18.5,1.1,1.5,12.7,20.6,0.0,0.1,0.1,.021,-3.3,-0.7,-4.0,-0.1,,bufkiko01
384,Cole Swider,25,DET,SF,2,0,13,-11.4,.000,1.000,.000,0.0,17.1,8.6,9.0,0.0,0.0,0.0,16.4,-0.1,0.0,-0.1,-0.337,-14.5,-6.3,-20.8,-0.1,,swideco01
385,Patrick Williams,23,CHI,PF,24,23,647,10.4,.536,.554,.155,3.3,13.3,8.3,10.6,1.6,1.7,13.7,17.0,-0.1,0.4,0.3,.024,-1.8,-0.6,-2.4,-0.1,,willipa01
386,Jazian Gortman,21,DAL,PG,14,0,51,6.4,.483,.400,.200,2.2,8.2,5.3,13.5,1.9,1.7,18.7,22.4,-0.1,0.0,0.0,-0.043,-6.1,-0.8,-6.9,-0.1,,gortmja01
387,Rob Dillingham,20,MIN,PG,15,0,127,9.4,.539,.412,.000,0.9,8.7,4.8,31.0,0.8,0.0,23.9,23.1,-0.1,0.1,0.0,-0.008,-1.9,-2.0,-3.9,-0.1,,dilliro01
388,Tristen Newton,23,IND,SG,5,0,8,-15.4,.233,.500,.167,0.0,0.0,0.0,16.5,0.0,0.0,13.4,40.4,-0.1,0.0,-0.1,-0.570,-21.9,-11.5,-33.4,-0.1,,newtotr01
389,Brandon Williams,25,DAL,PG,7,0,43,6.1,.465,.267,.333,2.6,9.8,6.3,12.5,1.1,0.0,18.9,21.1,-0.1,0.0,0.0,-0.053,-6.7,-1.4,-8.0,-0.1,,willibr03
390,Adam Flagler,25,OKC,SG,11,0,40,4.8,.375,.950,.000,5.3,10.4,7.9,0.0,2.4,0.0,0.0,21.3,-0.1,0.1,0.0,-0.013,-6.4,-2.1,-8.5,-0.1,,flaglad01
391,Jaylen Wells,21,MEM,SG,34,29,850,10.6,.566,.530,.182,4.3,8.9,6.7,8.6,0.9,0.5,10.8,17.6,0.7,0.9,1.6,.089,-1.4,-1.0,-2.3,-0.1,,wellsja01
392,Karlo Matković,23,NOP,PF,5,0,39,7.9,.400,.000,.000,16.1,11.8,14.0,0.0,3.7,7.2,44.4,9.7,-0.1,0.0,0.0,-0.046,-7.8,-1.0,-8.9,-0.1,,matkoka01
393,Nick Richards,27,CHO,C,17,9,372,16.7,.615,.011,.800,10.9,28.2,19.2,8.7,0.8,5.7,18.4,17.9,0.4,0.5,0.9,.118,-2.8,0.0,-2.8,-0.1,,richani01
394,Isaiah Wong,24,CHO,SG,10,0,143,11.0,.452,.304,.464,8.7,7.8,8.3,19.3,2.1,0.0,12.9,22.9,-0.1,0.1,0.0,.007,-2.8,-1.3,-4.1,-0.1,,wongis01
395,Patty Mills,36,UTA,PG,9,0,138,6.2,.495,.774,.097,0.8,5.5,3.2,12.8,2.1,1.3,19.8,12.3,-0.1,0.0,-0.1,-0.024,-4.1,0.1,-4.0,-0.1,,millspa02
396,Jordan McLaughlin,28,SAC,PG,23,0,165,9.9,.543,.590,.359,2.0,10.9,6.5,15.4,2.6,0.0,18.1,14.4,0.0,0.2,0.2,.056,-3.7,-0.1,-3.8,-0.1,,mclaujo01
397,Svi Mykhailiuk,27,UTA,SF,10,5,167,10.0,.553,.761,.090,0.7,9.2,5.0,11.9,2.3,1.1,16.7,21.0,-0.1,0.0,-0.1,-0.021,-2.4,-1.3,-3.7,-0.1,,mykhasv01
398,Johnny Furphy,20,IND,SG,20,0,206,8.6,.508,.593,.130,7.3,8.6,7.9,5.6,1.9,2.7,13.6,13.9,0.0,0.1,0.1,.023,-2.4,-1.0,-3.4,-0.1,,furphjo01
399,Eric Gordon,36,PHI,SG,20,1,343,8.9,.504,.592,.235,1.0,5.7,3.2,11.6,1.9,1.8,11.5,15.6,-0.1,0.2,0.2,.025,-2.6,-0.3,-2.9,-0.1,,gordoer01
400,Bilal Coulibaly,20,WAS,SF,29,29,980,11.8,.527,.356,.298,4.1,12.8,8.4,15.3,2.0,2.1,14.3,17.4,0.1,0.4,0.5,.026,-2.1,-0.2,-2.3,-0.1,,coulibi01
401,Baylor Scheierman,24,BOS,SG,5,0,34,0.5,.184,.600,.200,6.3,15.9,11.1,7.0,1.4,0.0,0.0,13.7,-0.1,0.0,-0.1,-0.076,-9.7,-0.8,-10.5,-0.1,,scheiba01
402,Isaac Jones,24,SAC,PF,21,0,173,13.5,.669,.083,.417,6.5,13.7,10.1,3.3,0.6,4.6,16.2,16.8,0.2,0.1,0.3,.086,-2.9,-0.8,-3.7,-0.1,,jonesis01
403,JD Davison,22,BOS,PG,5,0,24,-4.5,.510,.600,.400,0.0,9.0,4.5,5.3,2.0,0.0,50.5,21.3,-0.2,0.0,-0.1,-0.268,-12.1,-2.2,-14.3,-0.1,,davisjd01
404,Caleb Martin,29,PHI,SF,26,19,788,10.2,.532,.384,.328,5.3,12.2,8.6,10.4,1.7,1.8,15.0,14.9,0.1,0.7,0.8,.048,-2.1,-0.3,-2.4,-0.1,,martica02
405,D.J. Carton,24,TOR,SG,4,0,33,-2.6,.202,.429,.143,0.0,13.4,6.6,10.9,2.9,0.0,35.0,14.4,-0.2,0.0,-0.1,-0.217,-10.0,-1.4,-11.3,-0.1,,cartodj01
406,Jalen Bridges,23,PHO,SF,4,0,17,-9.2,.129,1.000,.667,0.0,19.3,9.8,0.0,0.0,0.0,34.0,15.2,-0.1,0.0,-0.1,-0.335,-14.9,-5.5,-20.3,-0.1,,bridgja01
407,Moussa Diabaté,23,CHO,C,30,4,537,14.0,.592,.000,.329,17.8,23.5,20.5,5.0,1.7,4.2,23.7,9.0,0.5,0.7,1.2,.111,-2.6,0.0,-2.6,-0.1,,diabamo01
408,Taj Gibson,39,CHO,C,14,8,151,11.0,.505,.059,.176,14.4,17.7,16.0,6.8,2.0,2.0,19.7,12.8,0.0,0.2,0.2,.057,-4.0,0.0,-4.1,-0.1,,gibsota01
409,Colby Jones,22,SAC,SG,22,0,119,7.0,.500,.375,.000,5.6,13.3,9.4,5.3,2.0,4.2,22.6,11.2,-0.1,0.1,0.0,.018,-5.1,0.4,-4.7,-0.1,,jonesco02
410,Bogdan Bogdanović,32,ATL,SG,14,0,356,9.8,.555,.669,.158,2.7,10.7,6.6,11.8,1.6,1.1,14.9,19.0,0.0,0.2,0.2,.028,-2.5,-0.4,-2.9,-0.1,,bogdabo01
